# ieee-oui.txt -- Ethernet vendor OUI file for arp-scan
#
# This file contains the Ethernet vendor OUIs for arp-scan.  These are used
# to determine the vendor for a give Ethernet interface given the MAC address.
#
# Each line of this file contains an OUI-vendor mapping in the form:
#
# <OUI><TAB><Vendor>
#
# Where <OUI> is the first three bytes of the MAC address in hex, and <Vendor>
# is the name of the vendor.
#
# Blank lines and lines beginning with "#" are ignored.
#
# This file was automatically generated by get-oui at 2017-03-03 14:08:26
# using data from http://linuxnet.ca/ieee/oui.txt
#
# Do not edit this file.  If you want to add additional MAC-Vendor mappings,
# edit the file mac-vendor.txt instead.
#
E043DB	Shenzhen ViewAt Technology Co. Ltd
00C0F0	Kingston Technology Company, Inc.
4C8FA5	Jastec
000C49	Dangaard Telecom Denmark A/S
CCE17F	Juniper Networks
44F477	Juniper Networks
5C4527	Juniper Networks
F01C2D	Juniper Networks
F8C001	Juniper Networks
78FE3D	Juniper Networks
54E032	Juniper Networks
3C6104	Juniper Networks
BC7574	Huawei Technologies Co. Ltd
20A680	Huawei Technologies Co. Ltd
0019E2	Juniper Networks
001F12	Juniper Networks
0024DC	Juniper Networks
50C58D	Juniper Networks
000585	Juniper Networks
003146	Juniper Networks
80ACAC	Juniper Networks
50DD4F	Automation Components, Inc
904D4A	Sagemcom Broadband SAS
7C79E8	PayRange Inc.
540593	WOORI ELEC Co. Ltd
A067BE	Sicon srl
C4CAD9	Hangzhou H3C Technologies Co., Limited
74258A	Hangzhou H3C Technologies Co., Limited
70F96D	Hangzhou H3C Technologies Co., Limited
00260F	Linn Products Ltd
F845AD	Konka Group Co. Ltd
000358	Hanyang Digitech Co.Ltd
000761	29530
60512C	TCT mobile Ltd
905F2E	TCT mobile Ltd
4C0B3A	TCT mobile Ltd
C02FF1	Volta Networks
4882F2	Appel Elektronik GmbH
0C5101	Apple
086D41	Apple
04D3CF	Apple
30C82A	WI-BIZ srl
0062EC	Cisco Systems Inc.
0C8A87	AgLogica Holdings, Inc
34A2A2	Huawei Technologies Co. Ltd
20F17C	Huawei Technologies Co. Ltd
34B354	Huawei Technologies Co. Ltd
749D8F	Huawei Technologies Co. Ltd
346AC2	Huawei Technologies Co. Ltd
8CD2E9	NIPPON SMT Co.Ltd
C83DFC	Pioneer DJ Corporation
0016FB	Shenzhen MTC Co Ltd
381DD9	FN-Link Technology Limited
6C9522	Scalys
8C59C3	ADB Italia
60C0BF	ON Semiconductor
98398E	Samsung Electronics Co. Ltd
348A7B	Samsung Electronics Co. Ltd
BC765E	Samsung Electronics Co. Ltd
E0A8B8	Le Shi Zhi Xin Electronic Technology (Tianjin) Limited
B88198	Intel Corporation
E4FB8F	Mobiwire Mobiles (Ningbo) Co. Ltd
78009E	Samsung Electronics Co. Ltd
C8AFE3	Hefei Radio Communication Technology Co. Ltd
7C3548	Transcend Information
E83A97	Toshiba Corporation
9C8ECD	Amcrest Technologies
282536	Shenzhen Holatek Co. Ltd
FCA89A	Sunitec Enterprise Co. Ltd
B8F8BE	Bluecom
6073BC	zte Corporation
90EED9	Universal de Desarrollos Electr?Nicos, SA
043110	Inspur Group Co. Ltd
00215B	SenseAnywhere
C816BD	Qingdao Hisense Communications Co. Ltd
587E61	Qingdao Hisense Communications Co. Ltd
340AFF	Qingdao Hisense Communications Co. Ltd
F85A00	Sanford LP
5067F0	ZyXEL Communications Corp
C86C87	ZyXEL Communications Corp
D8E0B8	Bulat LLC
68C44D	Motorola Mobility LLC, a Lenovo Company
48FCB6	Lava International(H.K) Limited
CC3540	Technicolor CH USA Inc.
C42795	Technicolor CH USA Inc.
58238C	Technicolor CH USA Inc.
705A9E	Technicolor CH USA Inc.
80C6AB	Technicolor CH USA Inc.
90A4DE	Wistron Neweb Corporation
3C970E	Wistron InfoComm(Kunshan)Co. Ltd
30144A	Wistron Neweb Corporation
A854B2	Wistron Neweb Corporation
38BC1A	MEIZU Technology Co. Ltd
0004A3	Microchip Technology Inc.
E0DDC0	vivo Mobile Communication Co. Ltd
982F3C	Sichuan Changhong Electric Ltd
380DD4	Primax Electronics Ltd
98FDB4	Primax Electronics Ltd
00157D	Posdata
F8E61A	Samsung Electronics Co. Ltd
888322	Samsung Electronics Co. Ltd
84B541	Samsung Electronics Co. Ltd
18DC56	Yulong Computer Telecommunication Scientific (Shenzhen) Co. Ltd
001F46	Nortel Networks
001F0A	Nortel Networks
00130A	Nortel Networks
001E7E	Nortel Networks
001C9C	Nortel Networks
000CF8	Nortel Networks
000CF7	Nortel Networks
001E1F	Nortel Networks
001C17	Nortel Networks
00182E	XStreamHD
50016B	Huawei Technologies Co. Ltd
58986F	Revolution Display
28AC67	Mach Power, Rappresentanze Internazionali s.r.l.
B0B28F	Sagemcom Broadband SAS
DC1A01	Ecoliv Technology ( Shenzhen ) Ltd
7CFE90	Mellanox Technologies, Inc.
0002C9	Mellanox Technologies, Inc.
D05FB8	Texas Instruments
C4BE84	Texas Instruments
78A504	Texas Instruments
7C669D	Texas Instruments
D03972	Texas Instruments
E0E5CF	Texas Instruments
7CEC79	Texas Instruments
74D6EA	Texas Instruments
0017EB	Texas Instruments
883314	Texas Instruments
84DD20	Texas Instruments
1C4593	Texas Instruments
5C6B32	Texas Instruments
0017E4	Texas Instruments
D03761	Texas Instruments
0024BA	Texas Instruments
0022A5	Texas Instruments
0021BA	Texas Instruments
001833	Texas Instruments
D8952F	Texas Instruments
649C8E	Texas Instruments
F4FC32	Texas Instruments
74DAEA	Texas Instruments
04A316	Texas Instruments
98072D	Texas Instruments
001AB6	Texas Instruments
C8A030	Texas Instruments
34B1F7	Texas Instruments
C4EDBA	Texas Instruments
A40DBC	Xiamen Intretech Inc.
EC8EAE	Nagravision SA
606405	Texas Instruments
708BCD	ASUSTek Computer Inc.
001A21	Brookhuis Applied Technologies BV
00A00E	NetScout Systems, Inc.
1C330E	PernixData
345760	MitraStar Technology Corp.
343DC4	Buffalo.Inc
6CEFC6	Shenzhen Twowing Technologies Co. Ltd
002A10	Cisco Systems Inc.
886AB1	vivo Mobile Communication Co. Ltd
44D6E1	Snuza International Pty. Ltd
0015B9	Samsung Electronics Co. Ltd
001DF6	Samsung Electronics Co. Ltd
ECE09B	Samsung Electronics Co. Ltd
606BBD	Samsung Electronics Co. Ltd
0000F0	Samsung Electronics Co. Ltd
4844F7	Samsung Electronics Co. Ltd
DC7144	Samsung Electro Mechanics Co. Ltd
A00BBA	Samsung Electro Mechanics Co. Ltd
1C5A3E	Samsung Electronics Co. Ltd
F47B5E	Samsung Electronics Co. Ltd
C44619	Hon Hai Precision Ind. Co. Ltd
F0F002	Hon Hai Precision Ind. Co. Ltd
889FFA	Hon Hai Precision Ind. Co. Ltd
5CAC4C	Hon Hai Precision Ind. Co. Ltd
18F46A	Hon Hai Precision Ind. Co. Ltd
3859F9	Hon Hai Precision Ind. Co. Ltd
BC8556	Hon Hai Precision Ind. Co. Ltd
9C2A70	Hon Hai Precision Ind. Co. Ltd
F82FA8	Hon Hai Precision Ind. Co. Ltd
0CEEE6	Hon Hai Precision Ind. Co. Ltd
0C6076	Hon Hai Precision Ind. Co. Ltd
90FBA6	Hon Hai Precision Ind. Co. Ltd
00197D	Hon Hai Precision Ind. Co. Ltd
001C26	Hon Hai Precision Ind. Co. Ltd
9CAD97	Hon Hai Precision Ind. Co. Ltd
2C8158	Hon Hai Precision Ind. Co. Ltd
142D27	Hon Hai Precision Ind. Co. Ltd
843DC6	Cisco Systems Inc.
407C7D	Nokia
BC52B4	Nokia
FC2FAA	Nokia
903AA0	Nokia
702526	Nokia
38F7B2	Seojun Electric
7802B7	ShenZhen Ultra Easy Technology Co. Ltd
F81D78	IEEE Registration Authority
88AD43	Pegatron Corporation
E4186B	ZyXEL Communications Corp
6C71BD	Ezelink Telecom
842519	Samsung Electronics
88DEA9	Roku, Inc.
FC83C6	N-Radio Technologies Co. Ltd
B4E782	Vivalnk
008701	Samsung Electronics Co. Ltd
FC4203	Samsung Electronics Co. Ltd
1C232C	Samsung Electronics Co. Ltd
08010F	Sichuan Tianyi Comheart Telecomco. Ltd
CCA260	Sichuan Tianyi Comheart Telecomco. Ltd
0015FF	Novatel Wireless Solutions, Inc.
203CAE	Apple
748D08	Apple
00D78F	Cisco Systems Inc.
A03BE3	Apple
18E29F	vivo Mobile Communication Co. Ltd
886B0F	Bluegiga Technologies Oy
98541B	Intel Corporation
CC61E5	Motorola Mobility LLC, a Lenovo Company
404E36	HTC Corporation
9CB206	Procentec
1C40E8	Shenzhen Progress&WIN Technology Co. Ltd
C8D3FF	Hewlett-Packard Company
805EC0	Yealink(Xiamen) Network Technology Co. Ltd
307496	Huawei Technologies Co. Ltd
708A09	Huawei Technologies Co. Ltd
149D09	Huawei Technologies Co. Ltd
008025	Telit Wireless Solutions GmbH
0001E1	Kinpo Electronics, Inc.
006041	Yokogawa Digital Computer Corporation
14A78B	Zhejiang Dahua Technology Co. Ltd
D0608C	zte Corporation
009EC8	Xiaomi Communications Co Ltd
ACF7F3	Xiaomi Communications Co Ltd
102AB3	Xiaomi Communications Co Ltd
584498	Xiaomi Communications Co Ltd
A086C6	Xiaomi Communications Co Ltd
7C1DD9	Xiaomi Communications Co Ltd
C8662C	Beijing Haitai Fangyuan High Technology Co,.Ltd
CC8CDA	Shenzhen Wei Da Intelligent Technology Go. Ltd
D436DB	Jiangsu Toppower Automotive Electronics Co. Ltd
64A68F	Zhongshan Readboy Electronics Co. Ltd
58EF68	Belkin International Inc.
003048	Super Micro Computer, Inc.
001438	Hewlett Packard Enterprise
50D753	CoNELCOM GmbH
4C38D5	Mitac Computing Technology Corporation
688AF0	zte Corporation
000BA1	Fujikura Solutions Ltd
AC587B	JCT Healthcare
B0B98A	Netgear
30E171	Hewlett-Packard Company
D490E0	Wachendorff Automation GmbH & Co KG
8C3C4A	NAKAYO Inc
98CF53	BBK Educational Electronics Corp. Ltd
F4CB52	Huawei Technologies Co. Ltd
446EE5	Huawei Technologies Co. Ltd
2C282D	BBK Educational Electronics Corp. Ltd
80414E	BBK Educational Electronics Corp. Ltd
8C7716	Longcheer Telecommunication Limited
000A08	Alpine Electronics, Inc.
A0143D	Parrot SA
00267E	Parrot SA
00121C	Parrot SA
B85510	Zioncom Electronics (Shenzhen) Ltd
000EE8	Zioncom Electronics (Shenzhen) Ltd
001165	ZNYX Networks, Inc.
0060D5	AMADA MIYACHI Co. Ltd
000FDB	Westell Technologies Inc.
D404FF	Juniper Networks
C45444	Quanta Computer Inc.
00269E	Quanta Computer Inc.
683563	Shenzhen Liown Electronics Co. Ltd
0003B2	Radware
2C600C	Quanta Computer Inc.
001E68	Quanta Computer Inc.
00A09B	Qpsx Communications Ltd
00E08B	QLogic Corporation
00080D	Toshiba
0015B7	Toshiba
000569	VMware, Inc.
0008F1	Voltaire
001BDA	UTStarcom Inc
FC4DD4	Universal Global Scientific Industrial Co. Ltd
402CF4	Universal Global Scientific Industrial Co. Ltd
0010C6	Universal Global Scientific Industrial Co. Ltd
00247E	Universal Global Scientific Industrial Co. Ltd
001639	Ubiquam Co. Ltd
183919	Unicoi Systems
90A46A	Sisnet Co. Ltd
14E7C8	Integrated Device Technology (Malaysia) Sdn. Bhd.
280DFC	Sony Interactive Entertainment Inc.
0015C1	Sony Interactive Entertainment Inc.
0019C5	Sony Interactive Entertainment Inc.
ACA213	Shenzhen Bilian electronic Co. Ltd
38F8CA	OWIN Inc.
54D272	Nuki Home Solutions GmbH
9CA3A9	Guangzhou Juan Optical and Electronical Tech Joint Stock Co. Ltd
D02212	IEEE Registration Authority
F80278	IEEE Registration Authority
74E14A	IEEE Registration Authority
78CA83	IEEE Registration Authority
D0D94F	IEEE Registration Authority
2C265F	IEEE Registration Authority
7C70BC	IEEE Registration Authority
58FCDB	IEEE Registration Authority
B01F81	IEEE Registration Authority
1100AA	Private
002067	Private
9893CC	LG Electronics Inc
3CCD93	LG Electronics Inc
583F54	LG Electronics (Mobile Communications)
001C62	LG Electronics (Mobile Communications)
002483	LG Electronics (Mobile Communications)
E417D8	8BITDO Technology HK Limited
40B0FA	LG Electronics (Mobile Communications)
A09169	LG Electronics (Mobile Communications)
286C07	XIAOMI Electronics,Co. Ltd
84D931	Hangzhou H3C Technologies Co., Limited
34FCEF	LG Electronics (Mobile Communications)
485929	LG Electronics (Mobile Communications)
505527	LG Electronics (Mobile Communications)
98D6F7	LG Electronics (Mobile Communications)
A8922C	LG Electronics (Mobile Communications)
44DC91	Planex Communications Inc.
9CD332	PLC Technology Ltd
94D723	Shanghai DareGlobal Technologies Co. Ltd
A89DD2	Shanghai DareGlobal Technologies Co. Ltd
184A6F	Alcatel-Lucent Shanghai Bell Co. Ltd
A0F3E4	Alcatel-Lucent IPD
002105	Alcatel-Lucent IPD
000772	Alcatel-Lucent Shanghai Bell Co. Ltd
F06BCA	Samsung Electronics Co. Ltd
3423BA	Samsung Electro-Mechanics(Thailand)
D022BE	Samsung Electro-Mechanics(Thailand)
D02544	Samsung Electro-Mechanics(Thailand)
BC20A4	Samsung Electronics Co. Ltd
14F42A	Samsung Electronics Co. Ltd
BC851F	Samsung Electronics Co. Ltd
B85E7B	Samsung Electronics Co. Ltd
C462EA	Samsung Electronics Co. Ltd
0023D6	Samsung Electronics Co. Ltd
002491	Samsung Electronics Co. Ltd
001B98	Samsung Electronics Co. Ltd
44F459	Samsung Electronics Co. Ltd
34C3AC	Samsung Electronics Co. Ltd
94D771	Samsung Electronics Co. Ltd
4C3C16	Samsung Electronics Co. Ltd
9401C2	Samsung Electronics Co. Ltd
B43A28	Samsung Electronics Co. Ltd
A8C83A	Huawei Technologies Co. Ltd
849FB5	Huawei Technologies Co. Ltd
D0C1B1	Samsung Electronics Co. Ltd
F008F1	Samsung Electronics Co. Ltd
782079	ID Tech
98234E	Micromedia AG
E80036	Befs Co,. Ltd
24590B	White Sky Inc. Limited
10C60C	Domino UK Ltd
3842A6	Ingenieurbuero Stahlkopf
E866C4	Diamanti
78471D	Samsung Electronics Co. Ltd
3816D1	Samsung Electronics Co. Ltd
004A77	zte Corporation
D48890	Samsung Electronics Co. Ltd
002566	Samsung Electronics Co. Ltd
00265F	Samsung Electronics Co. Ltd
001628	Magicard Ltd
E4C801	BLU Products Inc
00A6CA	Cisco Systems Inc.
9C7DA3	Huawei Technologies Co. Ltd
F02FA7	Huawei Technologies Co. Ltd
883FD3	Huawei Technologies Co. Ltd
A04E01	CENTRAL ENGINEERING Co. Ltd
245CBF	Ncse
84CD62	ShenZhen IDWELL Technology Co. Ltd
DC9FDB	Ubiquiti Networks Inc.
B0958E	TP-Link Technologies Co. Ltd
001A39	Merten GmbH&CoKG
007B18	SENTRY Co. Ltd
144D67	Zioncom Electronics (Shenzhen) Ltd
34F39A	Intel Corporation
20A8B9	Siemens
C81B5C	BCTech
3C2AF4	Brother Industries Ltd
20719E	SF Technology Co. Ltd
7C95B1	Aerohive Networks Inc.
206C8A	Aerohive Networks Inc.
E49E12	Freebox SAS
D854A2	Aerohive Networks Inc.
E01C41	Aerohive Networks Inc.
C8675E	Aerohive Networks Inc.
D4C8B0	Prime Electronics & Satellitics Inc.
000FC2	Uniwell Corporation
A4E6B1	Shanghai Joindata Technology Co. Ltd
B4B384	ShenZhen Figigantic Electronic Co. Ltd
D46A6A	Hon Hai Precision Ind. Co. Ltd
A8A5E2	MSF-Vathauer Antriebstechnik GmbH & Co KG
00425A	Cisco Systems Inc.
000B4F	Verifone
007686	Cisco Systems Inc.
74FF4C	Skyworth Digital Technology(Shenzhen) Co. Ltd
A02C36	FN-Link Technology Limited
F8D027	Seiko Epson Corporation
44D244	Seiko Epson Corporation
9CAED3	Seiko Epson Corporation
341E6B	Huawei Technologies Co. Ltd
48F97C	Fiberhome Telecommunication Technologies Co. Ltd
B47447	CoreOS
ACC1EE	Xiaomi Communications Co Ltd
CCA219	Shenzhen Along Investment Co. Ltd
94A04E	Bostex Technology Co. Ltd
8CA5A1	Oregano Systems - Design & Consulting GmbH
64B0A6	Apple
84FCAC	Apple
6C19C0	Apple
20AB37	Apple
186590	Apple
2C0BE9	Cisco Systems Inc.
2C6373	Sichuan Tianyi Comheart Telecomco. Ltd
9CCC83	Juniper Networks
90505A	unGlue, Inc
60D262	Tzukuri Pty Ltd
34FCB9	Hewlett Packard Enterprise
34049E	IEEE Registration Authority
B0E5ED	Huawei Technologies Co. Ltd
C81451	Huawei Technologies Co. Ltd
C486E9	Huawei Technologies Co. Ltd
D8C771	Huawei Technologies Co. Ltd
F0C850	Huawei Technologies Co. Ltd
5425EA	Huawei Technologies Co. Ltd
2816AD	Intel Corporation
50A4D0	IEEE Registration Authority
00A0C8	Adtran Inc
1CB857	Becon Technologies Co,.Ltd
70918F	Weber-Stephen Products LLC
803A0A	Integrated Device Technology (Malaysia) Sdn. Bhd.
002207	Inteno Broadband Technology AB
3C7F6F	Telechips, Inc.
0060D3	AT&T
800010	AT&T
08006A	AT&T
48A380	Gionee Communication Equipment Co. Ltd
5CBA37	Microsoft Corporation
C4836F	Ciena Corporation
C87324	Sow Cheng Technology Co. Ltd
3CF862	Intel Corporation
0823B2	vivo Mobile Communication Co. Ltd
88C3B3	Sovico
54C415	Hangzhou Hikvision Digital Technology Co. Ltd
E05124	NXP Semiconductors
005016	Molex Canada Ltd
0005F7	Analog Devices, Inc.
A084CB	SonicSensory,Inc.
7802F8	Xiaomi Communications Co Ltd
00238A	Ciena Corporation
34E70B	HAN Networks Co. Ltd
903809	Ericsson AB
542B57	Night Owl SP
00111B	Targa Systems Div L-3 Communications
B8224F	Sichuan Tianyi Comheart Telecomco. Ltd
702084	Hon Hai Precision Ind. Co. Ltd
F42B48	Ubiqam
68CC6E	Huawei Technologies Co. Ltd
00108C	Fujitsu Services Ltd
98D3D2	MEKRA Lang GmbH & Co. KG
F4DC41	Youngzone Culture (Shanghai) Corp
40F385	IEEE Registration Authority
9800C1	GuangZhou CREATOR Technology Co. Ltd(CHINA)
3034D2	Availink, Inc.
CCCE1E	AVM Audiovisuelles Marketing und Computersysteme GmbH
501E2D	StreamUnlimited Engineering GmbH
40B034	Hewlett-Packard Company
FC0A81	Extreme Networks
C8B5AD	Hewlett Packard Enterprise
88E628	Shenzhen Kezhonglong Optoelectronic Technology Co. Ltd
6091F3	vivo Mobile Communication Co. Ltd
9CDA3E	Intel Corporation
3CA067	Liteon Technology Corporation
D8325A	Shenzhen YOUHUA Technology Co. Ltd
44650D	Amazon Technologies Inc.
50F5DA	Amazon Technologies Inc.
6854FD	Amazon Technologies Inc.
40B4CD	Amazon Technologies Inc.
2C86D2	Cisco Systems Inc.
F04F7C	Private
10AE60	Private
802689	D-Link International
BC2F3D	vivo Mobile Communication Co. Ltd
409F38	Azurewave Technologies Inc.
C4D197	Ventia Utility Services
58821D	H. Schom?cker GmbH
CCBE59	Calix Inc.
EC4F82	Calix Inc.
000631	Calix Inc.
B8D7AF	Murata Manufacturing Co. Ltd
3096FB	Samsung Electronics Co. Ltd
F0EE10	Samsung Electronics Co. Ltd
A8A198	TCT mobile Ltd
107D1A	Dell Inc.
C0D012	Apple
D4DCCD	Apple
484BAA	Apple
F80377	Apple
14BD61	Apple
0827CE	Nagano Keiki Co. Ltd
00D318	SPG Controls
2C3124	Cisco Systems Inc.
F40343	Hewlett Packard Enterprise
00143F	Hotway Technology Corporation
F8BE0D	A2UICT Co. Ltd
08EA40	Shenzhen Bilian Electronic Co. Ltd
00E0DA	Alcatel-Lucent Enterprise
5CC6E9	Edifier International
E8C1D7	Philips
1868CB	Hangzhou Hikvision Digital Technology Co. Ltd
F80BCB	Cisco Systems Inc.
9CC8AE	Becton, Dickinson  and Company
B0359F	Intel Corporation
24EA40	Helmholz GmbH & Co. KG
84A9C4	Huawei Technologies Co. Ltd
A0F479	Huawei Technologies Co. Ltd
100501	Pegatron Corporation
046E02	OpenRTLS Group
000FF4	Guntermann & Drunck GmbH
70DB98	Cisco Systems Inc.
A43D78	Guangdong Oppo Mobile Telecommunications Corp. Ltd
EC01EE	Guangdong Oppo Mobile Telecommunications Corp. Ltd
B83765	Guangdong Oppo Mobile Telecommunications Corp. Ltd
4448C1	Hewlett Packard Enterprise
FC539E	Shanghai Wind Technologies Co. Ltd
9CAF6F	Itel Mobile Limited
105887	Fiberhome Telecommunication Technologies Co. Ltd
9C061B	Hangzhou H3C Technologies Co., Limited
907065	Texas Instruments
C4ABB2	vivo Mobile Communication Co. Ltd
B8FFB3	MitraStar Technology Corp.
A08E78	Sagemcom Broadband SAS
E0D55E	Giga-Byte Technology Co. Ltd
C4576E	Samsung Electronics Co. Ltd
90F1AA	Samsung Electronics Co. Ltd
78BDBC	Samsung Electronics Co. Ltd
20F452	Shanghai IUV Software Development Co. Ltd
D47AE2	Samsung Electronics Co. Ltd
88D274	zte Corporation
986DC8	Toshiba Mitsubishi-Electric Industrial Systems Corporation
982DBA	Fibergate Inc.
0040AA	Valmet Automation
0080C2	IEEE 802.1 Working Group
68A40E	BSH Hausger?te GmbH
847933	profichip GmbH
A0C9A0	Murata Manufacturing Co. Ltd
001CC3	ARRIS Group, Inc.
641269	ARRIS Group, Inc.
287AEE	ARRIS Group, Inc.
FC51A4	ARRIS Group, Inc.
38700C	ARRIS Group, Inc.
A41588	ARRIS Group, Inc.
B81619	ARRIS Group, Inc.
B077AC	ARRIS Group, Inc.
145BD1	ARRIS Group, Inc.
6CC1D2	ARRIS Group, Inc.
F80BBE	ARRIS Group, Inc.
DC4517	ARRIS Group, Inc.
74F612	ARRIS Group, Inc.
74E7C6	ARRIS Group, Inc.
0025F2	ARRIS Group, Inc.
0015A8	ARRIS Group, Inc.
000E5C	ARRIS Group, Inc.
000CE5	ARRIS Group, Inc.
0004BD	ARRIS Group, Inc.
00E06F	ARRIS Group, Inc.
386BBB	ARRIS Group, Inc.
0015CF	ARRIS Group, Inc.
001DCF	ARRIS Group, Inc.
001DD5	ARRIS Group, Inc.
001DD0	ARRIS Group, Inc.
5C571A	ARRIS Group, Inc.
D82522	ARRIS Group, Inc.
70B14E	ARRIS Group, Inc.
14D4FE	ARRIS Group, Inc.
002374	ARRIS Group, Inc.
002641	ARRIS Group, Inc.
0026BA	ARRIS Group, Inc.
002180	ARRIS Group, Inc.
0019C0	ARRIS Group, Inc.
0014E8	ARRIS Group, Inc.
0019A6	ARRIS Group, Inc.
001700	ARRIS Group, Inc.
901ACA	ARRIS Group, Inc.
E8ED05	ARRIS Group, Inc.
707630	ARRIS Group, Inc.
90C792	ARRIS Group, Inc.
789684	ARRIS Group, Inc.
CC65AD	ARRIS Group, Inc.
986B3D	ARRIS Group, Inc.
5CE30E	ARRIS Group, Inc.
7823AE	ARRIS Group, Inc.
447F77	Connected Home
2C7E81	ARRIS Group, Inc.
009AD2	Cisco Systems Inc.
84C0EF	Samsung Electronics Co. Ltd
7C1C68	Samsung Electronics Co. Ltd
745427	Shenzhen Fast Technologies Co. Ltd
F40E83	ARRIS Group, Inc.
7C8BCA	TP-Link Technologies Co. Ltd
F023B9	IEEE Registration Authority
88B111	Intel Corporation
54D751	Proximus
D8F1F0	Pepxim International Limited
0019F0	Unionman Technology Co. Ltd
506E92	Innocent Technology Co. Ltd
CC4B73	AMPAK Technology, Inc.
900A1A	Taicang T&W Electronics
CC03D9	Cisco Meraki
3C3A73	Avaya Inc
B4A95A	Avaya Inc
BCADAB	Avaya Inc
506184	Avaya Inc
F81547	Avaya Inc
A01290	Avaya Inc
2C3996	Sagemcom Broadband SAS
0054BD	Swelaser AB
0057D2	Cisco Systems Inc.
3C6716	Lily Robotics
806AB0	Shenzhen TINNO Mobile Technology Corp.
A0F895	Shenzhen TINNO Mobile Technology Corp.
0078CD	Ignition Design Labs
28ED6A	Apple
34AB37	Apple
60A37D	Apple
0056CD	Apple
7081EB	Apple
086698	Apple
2CFD37	Blue Calypso, Inc.
0C6127	Actiontec Electronics, Inc
001B11	D-Link Corporation
001E58	D-Link Corporation
002191	D-Link Corporation
0022B0	D-Link Corporation
F07D68	D-Link Corporation
78542E	D-Link International
3CDD89	Somo Holdings & Tech. Co. Ltd
2C56DC	ASUSTek Computer Inc.
B8AF67	Hewlett-Packard Company
188B45	Cisco Systems Inc.
B0C090	Chicony Electronics Co. Ltd
1CA770	Shenzhen Chuangwei-RGB Electronics Co. Ltd
C42F90	Hangzhou Hikvision Digital Technology Co. Ltd
A42BB0	TP-Link Technologies Co. Ltd
4CE676	Buffalo.Inc
B0C745	Buffalo.Inc
CCE1D5	Buffalo.Inc
B8FC9A	Le Shi Zhi Xin Electronic Technology (Tianjin) Limited
2C4138	Hewlett-Packard Company
2C768A	Hewlett-Packard Company
0018FE	Hewlett-Packard Company
0019BB	Hewlett-Packard Company
002264	Hewlett-Packard Company
002481	Hewlett-Packard Company
000D9D	Hewlett-Packard Company
0014C2	Hewlett-Packard Company
788B77	Standar Telecom
84ACFB	Crouzet Automatismes
34BA75	Tembo Systems, Inc.
9486CD	Seoul Electronics&Telecom
94ABDE	OMX Technology - FZE
000E35	Intel Corporation
00207B	Intel Corporation
0013CE	Intel Corporation
801934	Intel Corporation
B8B81E	Intel Corporation
185E0F	Intel Corporation
C80E77	Le Shi Zhi Xin Electronic Technology (Tianjin) Limited
843497	Hewlett-Packard Company
ECB1D7	Hewlett-Packard Company
3CA82A	Hewlett-Packard Company
480FCF	Hewlett-Packard Company
5820B1	Hewlett-Packard Company
2C233A	Hewlett-Packard Company
000EB3	Hewlett-Packard Company
0004EA	Hewlett-Packard Company
00306E	Hewlett-Packard Company
0060B0	Hewlett-Packard Company
24BE05	Hewlett-Packard Company
000423	Intel Corporation
0008C7	Hewlett-Packard Company
0010E3	Hewlett-Packard Company
00805F	Hewlett-Packard Company
BCEAFA	Hewlett-Packard Company
5C8A38	Hewlett-Packard Company
D89D67	Hewlett-Packard Company
2C44FD	Hewlett-Packard Company
F0921C	Hewlett-Packard Company
B4B52F	Hewlett-Packard Company
902155	HTC Corporation
64A769	HTC Corporation
BCCFCC	HTC Corporation
B0F1A3	Fengfan (BeiJing) Technology Co. Ltd
7C7D3D	Huawei Technologies Co. Ltd
4482E5	Huawei Technologies Co. Ltd
542758	Motorola (Wuhan) Mobility Technologies Communication Co. Ltd
4CD08A	HUMAX Co. Ltd
20906F	Shenzhen Tencent Computer System Co. Ltd
1C7839	Shenzhen Tencent Computer System Co. Ltd
D837BE	Shanghai Gongjing Telecom Technology Co Ltd
A4516F	Microsoft Mobile Oy
246081	razberi technologies
8CAB8E	Shanghai Feixun Communication Co. Ltd
9060F1	Apple
EC26CA	TP-Link Technologies Co. Ltd
2C088C	HUMAX Co. Ltd
40F308	Murata Manufacturing Co. Ltd
5CDAD4	Murata Manufacturing Co. Ltd
000E6D	Murata Manufacturing Co. Ltd
B05B67	Huawei Technologies Co. Ltd
38F889	Huawei Technologies Co. Ltd
F4DCF9	Huawei Technologies Co. Ltd
904E2B	Huawei Technologies Co. Ltd
0C96BF	Huawei Technologies Co. Ltd
9CC172	Huawei Technologies Co. Ltd
0014C9	Brocade Communications Systems, Inc.
00010F	Brocade Communications Systems, Inc.
080088	Brocade Communications Systems, Inc.
00051E	Brocade Communications Systems, Inc.
384608	zte Corporation
B4B362	zte Corporation
B075D5	zte Corporation
08181A	zte Corporation
002512	zte Corporation
B0A37E	Qingdao Haier Telecom Co. Ltd
70A8E3	Huawei Technologies Co. Ltd
F84ABF	Huawei Technologies Co. Ltd
4CB16C	Huawei Technologies Co. Ltd
4C1FCC	Huawei Technologies Co. Ltd
486276	Huawei Technologies Co. Ltd
AC4E91	Huawei Technologies Co. Ltd
E468A3	Huawei Technologies Co. Ltd
80D09B	Huawei Technologies Co. Ltd
581F28	Huawei Technologies Co. Ltd
8C34FD	Huawei Technologies Co. Ltd
90671C	Huawei Technologies Co. Ltd
587F66	Huawei Technologies Co. Ltd
